date, open, high, low, close, vol
20160501 170000,1.145960,1.146290,1.145890,1.145910,0
20160501 170100,1.145910,1.146090,1.145910,1.146070,0
20160501 170200,1.146140,1.146140,1.146090,1.146110,0
20160501 170300,1.146160,1.146160,1.145980,1.145980,0
20160501 170400,1.145980,1.146330,1.145980,1.146070,0
20160501 170500,1.146080,1.146120,1.146010,1.146010,0
20160501 170600,1.146010,1.146010,1.145900,1.145910,0
20160501 170700,1.145910,1.145960,1.145910,1.145950,0
20160501 170800,1.145940,1.145980,1.145900,1.145900,0
20160501 170900,1.145920,1.145970,1.145880,1.145970,0
20160501 171000,1.145960,1.145960,1.145920,1.145940,0
20160501 171100,1.145940,1.146020,1.145940,1.146010,0
20160501 171200,1.146010,1.146030,1.146000,1.146030,0
20160501 171300,1.146040,1.146050,1.146040,1.146050,0
20160501 171400,1.146050,1.146050,1.146050,1.146050,0
20160501 171500,1.146050,1.146080,1.146050,1.146080,0
20160501 171600,1.146060,1.146100,1.146060,1.146090,0
20160501 171700,1.146060,1.146090,1.146060,1.146070,0
20160501 171800,1.146070,1.146090,1.146060,1.146080,0
20160501 171900,1.146050,1.146070,1.146050,1.146070,0
20160501 172000,1.146050,1.146080,1.146050,1.146080,0
20160501 172100,1.146060,1.146090,1.146060,1.146080,0
20160501 172200,1.146340,1.146340,1.146060,1.146060,0
20160501 172300,1.146060,1.146060,1.146060,1.146060,0
20160501 172500,1.146060,1.146060,1.146060,1.146060,0
20160501 172600,1.146060,1.146060,1.146060,1.146060,0
20160501 172700,1.146060,1.146060,1.146060,1.146060,0
20160501 172800,1.146030,1.146030,1.146030,1.146030,0
20160501 173000,1.146060,1.146070,1.146060,1.146070,0
20160501 173100,1.146060,1.146060,1.146060,1.146060,0
20160501 173200,1.146010,1.146010,1.146010,1.146010,0
20160501 173300,1.146010,1.146010,1.146010,1.146010,0
20160501 173400,1.146060,1.146070,1.146060,1.146070,0
20160501 173500,1.146060,1.146060,1.146060,1.146060,0
20160501 173600,1.146010,1.146010,1.146010,1.146010,0
20160501 173700,1.146010,1.146020,1.146010,1.146020,0
20160501 173800,1.146060,1.146060,1.146060,1.146060,0
20160501 173900,1.146070,1.146080,1.146070,1.146070,0
20160501 174000,1.146080,1.146080,1.146070,1.146070,0
20160501 174100,1.146080,1.146100,1.146080,1.146100,0
20160501 174200,1.146140,1.146240,1.146140,1.146220,0
20160501 174300,1.146230,1.146230,1.146100,1.146110,0
20160501 174400,1.146130,1.146160,1.146040,1.146110,0
20160501 174500,1.146100,1.146130,1.146090,1.146120,0
20160501 174600,1.146080,1.146130,1.146080,1.146130,0
20160501 174700,1.146100,1.146110,1.146090,1.146110,0
20160501 174800,1.146110,1.146110,1.146100,1.146110,0
20160501 174900,1.146100,1.146110,1.146100,1.146110,0
20160501 175000,1.146120,1.146130,1.146110,1.146110,0
20160501 175100,1.146110,1.146110,1.146000,1.146000,0
20160501 175200,1.146090,1.146310,1.146090,1.146310,0
20160501 175300,1.146310,1.146310,1.146270,1.146280,0
20160501 175400,1.146280,1.146370,1.146280,1.146300,0
20160501 175500,1.146300,1.146300,1.146210,1.146210,0
20160501 175600,1.146280,1.146280,1.146280,1.146280,0
20160501 175700,1.146280,1.146280,1.146240,1.146240,0
20160501 175800,1.146240,1.146240,1.146240,1.146240,0
20160501 175900,1.146280,1.146280,1.146140,1.146140,0
20160501 180000,1.146180,1.146350,1.146130,1.146330,0
20160501 180100,1.146310,1.146340,1.146240,1.146310,0
20160501 180200,1.146300,1.146390,1.146280,1.146360,0
20160501 180300,1.146360,1.146360,1.146220,1.146240,0
20160501 180400,1.146260,1.146420,1.146250,1.146320,0
20160501 180500,1.146300,1.146370,1.146250,1.146340,0
20160501 180600,1.146360,1.146420,1.146300,1.146390,0
20160501 180700,1.146440,1.146570,1.146380,1.146570,0
20160501 180800,1.146550,1.146630,1.146530,1.146530,0
20160501 180900,1.146530,1.146550,1.146420,1.146480,0
20160501 181000,1.146480,1.146480,1.146310,1.146440,0
20160501 181100,1.146450,1.146460,1.146280,1.146350,0
20160501 181200,1.146360,1.146360,1.146130,1.146220,0
20160501 181300,1.146270,1.146400,1.146110,1.146250,0
20160501 181400,1.146240,1.146340,1.146060,1.146180,0
20160501 181500,1.146160,1.146200,1.145910,1.146070,0
20160501 181600,1.146080,1.146140,1.145970,1.146070,0
20160501 181700,1.146060,1.146160,1.145750,1.145860,0
20160501 181800,1.145850,1.146080,1.145800,1.146030,0
20160501 181900,1.146030,1.146050,1.145890,1.145990,0
20160501 182000,1.146000,1.146010,1.145840,1.145930,0
20160501 182100,1.145930,1.146000,1.145830,1.146000,0
20160501 182200,1.146020,1.146060,1.145940,1.145980,0
20160501 182300,1.145970,1.145990,1.145820,1.145860,0
20160501 182400,1.145870,1.145870,1.145760,1.145790,0
20160501 182500,1.145790,1.145870,1.145690,1.145700,0
20160501 182600,1.145680,1.145800,1.145660,1.145800,0
20160501 182700,1.145830,1.145840,1.145760,1.145840,0
20160501 182800,1.145820,1.145820,1.145630,1.145650,0
20160501 182900,1.145670,1.145840,1.145670,1.145810,0
20160501 183000,1.145810,1.145890,1.145780,1.145870,0
20160501 183100,1.145880,1.146010,1.145860,1.145990,0
20160501 183200,1.145990,1.146020,1.145970,1.146020,0
20160501 183300,1.146020,1.146090,1.146020,1.146040,0
20160501 183400,1.146060,1.146100,1.146010,1.146020,0
20160501 183500,1.146020,1.146050,1.145860,1.145870,0
20160501 183600,1.145870,1.145880,1.145660,1.145660,0
20160501 183700,1.145650,1.145750,1.145620,1.145730,0
20160501 183800,1.145740,1.145820,1.145670,1.145680,0
20160501 183900,1.145670,1.145760,1.145670,1.145750,0
20160501 184000,1.145740,1.145780,1.145660,1.145750,0
20160501 184100,1.145740,1.145740,1.145560,1.145720,0
20160501 184200,1.145710,1.145730,1.145610,1.145640,0
20160501 184300,1.145650,1.145660,1.145400,1.145420,0
20160501 184400,1.145450,1.145510,1.145440,1.145470,0
20160501 184500,1.145470,1.145520,1.145440,1.145440,0
20160501 184600,1.145440,1.145500,1.145320,1.145390,0
20160501 184700,1.145400,1.145620,1.145370,1.145570,0
20160501 184800,1.145560,1.145670,1.145560,1.145660,0
20160501 184900,1.145650,1.145680,1.145570,1.145640,0
20160501 185000,1.145630,1.145680,1.145590,1.145610,0
20160501 185100,1.145600,1.145630,1.145570,1.145620,0
20160501 185200,1.145610,1.145620,1.145510,1.145590,0
20160501 185300,1.145580,1.145590,1.145480,1.145570,0
20160501 185400,1.145560,1.145610,1.145560,1.145560,0
20160501 185500,1.145570,1.145570,1.145500,1.145530,0
20160501 185600,1.145530,1.145620,1.145530,1.145530,0
20160501 185700,1.145530,1.145540,1.145460,1.145460,0
20160501 185800,1.145460,1.145470,1.145280,1.145280,0
20160501 185900,1.145290,1.145420,1.145290,1.145420,0
20160501 190000,1.145420,1.145490,1.145390,1.145490,0
20160501 190100,1.145490,1.145590,1.145490,1.145590,0
20160501 190200,1.145590,1.145590,1.145540,1.145540,0
20160501 190300,1.145530,1.145600,1.145530,1.145570,0
20160501 190400,1.145570,1.145580,1.145520,1.145570,0
20160501 190500,1.145580,1.145620,1.145570,1.145570,0
20160501 190600,1.145570,1.145600,1.145570,1.145600,0
20160501 190700,1.145600,1.145610,1.145570,1.145590,0
20160501 190800,1.145600,1.145710,1.145600,1.145690,0
20160501 190900,1.145680,1.145860,1.145640,1.145860,0
20160501 191000,1.145890,1.145890,1.145670,1.145670,0
20160501 191100,1.145670,1.145720,1.145660,1.145710,0
20160501 191200,1.145700,1.145700,1.145520,1.145580,0
20160501 191300,1.145580,1.145830,1.145580,1.145820,0
20160501 191400,1.145810,1.145820,1.145700,1.145720,0
20160501 191500,1.145720,1.145870,1.145720,1.145790,0
20160501 191600,1.145780,1.146080,1.145770,1.146040,0
20160501 191700,1.146050,1.146140,1.145950,1.146040,0
20160501 191800,1.146050,1.146080,1.146030,1.146050,0
20160501 191900,1.146060,1.146450,1.146040,1.146360,0
20160501 192000,1.146360,1.146360,1.146100,1.146100,0
20160501 192100,1.146110,1.146350,1.146110,1.146240,0
20160501 192200,1.146240,1.146360,1.146210,1.146360,0
20160501 192300,1.146350,1.146380,1.146290,1.146330,0
20160501 192400,1.146330,1.146330,1.146230,1.146270,0
20160501 192500,1.146250,1.146260,1.146180,1.146180,0
20160501 192600,1.146200,1.146200,1.146110,1.146140,0
20160501 192700,1.146160,1.146230,1.146160,1.146180,0
20160501 192800,1.146180,1.146180,1.146090,1.146120,0
20160501 192900,1.146130,1.146200,1.146120,1.146120,0
20160501 193000,1.146120,1.146120,1.145950,1.145980,0
20160501 193100,1.145980,1.146090,1.145960,1.146030,0
20160501 193200,1.146040,1.146090,1.146030,1.146040,0
20160501 193300,1.146030,1.146030,1.145770,1.145900,0
20160501 193400,1.145900,1.145920,1.145860,1.145910,0
20160501 193500,1.145920,1.145990,1.145880,1.145990,0
20160501 193600,1.146000,1.146020,1.145950,1.146000,0
20160501 193700,1.145990,1.145990,1.145980,1.145990,0
20160501 193800,1.145980,1.146080,1.145980,1.146070,0
20160501 193900,1.146060,1.146270,1.146060,1.146240,0
20160501 194000,1.146240,1.146240,1.146180,1.146180,0
20160501 194100,1.146190,1.146260,1.146190,1.146230,0
20160501 194200,1.146230,1.146240,1.146160,1.146180,0
20160501 194300,1.146180,1.146180,1.146160,1.146170,0
20160501 194400,1.146170,1.146230,1.146170,1.146190,0
20160501 194500,1.146190,1.146190,1.146130,1.146140,0
20160501 194600,1.146140,1.146170,1.146130,1.146150,0
20160501 194700,1.146150,1.146180,1.146130,1.146130,0
20160501 194800,1.146130,1.146130,1.146130,1.146130,0
20160501 194900,1.146130,1.146170,1.146130,1.146160,0
20160501 195000,1.146160,1.146210,1.146160,1.146190,0
20160501 195100,1.146180,1.146260,1.146180,1.146250,0
20160501 195200,1.146250,1.146250,1.146220,1.146250,0
20160501 195300,1.146250,1.146250,1.146170,1.146180,0
20160501 195400,1.146180,1.146180,1.146150,1.146150,0
20160501 195500,1.146150,1.146210,1.146140,1.146150,0
20160501 195600,1.146140,1.146190,1.146140,1.146190,0
20160501 195700,1.146190,1.146200,1.146140,1.146140,0
20160501 195800,1.146140,1.146140,1.146040,1.146040,0
20160501 195900,1.146040,1.146120,1.146040,1.146080,0
20160501 200000,1.146040,1.146240,1.145830,1.146220,0
20160501 200100,1.146220,1.146400,1.146220,1.146310,0
20160501 200200,1.146300,1.146350,1.146230,1.146330,0
20160501 200300,1.146300,1.146330,1.145940,1.146200,0
20160501 200400,1.146200,1.146230,1.146120,1.146120,0
20160501 200500,1.146110,1.146110,1.145940,1.145980,0
20160501 200600,1.145960,1.145960,1.145600,1.145680,0
20160501 200700,1.145670,1.145830,1.145590,1.145810,0
20160501 200800,1.145820,1.146050,1.145800,1.146040,0
20160501 200900,1.146030,1.146350,1.146020,1.146240,0
20160501 201000,1.146270,1.146390,1.146220,1.146390,0
20160501 201100,1.146370,1.146510,1.146330,1.146390,0
20160501 201200,1.146380,1.146380,1.146210,1.146330,0
20160501 201300,1.146350,1.146430,1.146240,1.146270,0
20160501 201400,1.146240,1.146380,1.146210,1.146320,0
20160501 201500,1.146330,1.146380,1.146290,1.146360,0
20160501 201600,1.146360,1.146380,1.146300,1.146310,0
20160501 201700,1.146340,1.146370,1.146270,1.146350,0
20160501 201800,1.146320,1.146400,1.146300,1.146380,0
20160501 201900,1.146390,1.146400,1.146340,1.146380,0
20160501 202000,1.146370,1.146490,1.146350,1.146400,0
20160501 202100,1.146390,1.146430,1.146270,1.146330,0
20160501 202200,1.146340,1.146440,1.146290,1.146310,0
20160501 202300,1.146310,1.146500,1.146300,1.146500,0
20160501 202400,1.146500,1.146570,1.146460,1.146540,0
20160501 202500,1.146550,1.146730,1.146550,1.146710,0
20160501 202600,1.146690,1.146720,1.146560,1.146580,0
20160501 202700,1.146570,1.146740,1.146570,1.146710,0
20160501 202800,1.146710,1.146940,1.146710,1.146920,0
20160501 202900,1.146930,1.146930,1.146770,1.146800,0
20160501 203000,1.146870,1.147550,1.146810,1.147460,0
20160501 203100,1.147450,1.147820,1.147370,1.147750,0
20160501 203200,1.147750,1.147750,1.147610,1.147690,0
20160501 203300,1.147690,1.147810,1.147630,1.147790,0
20160501 203400,1.147780,1.147840,1.147710,1.147810,0
20160501 203500,1.147770,1.147830,1.147620,1.147630,0
20160501 203600,1.147620,1.147850,1.147590,1.147620,0
20160501 203700,1.147630,1.147670,1.147550,1.147650,0
20160501 203800,1.147650,1.147700,1.147610,1.147640,0
20160501 203900,1.147650,1.148010,1.147650,1.147840,0
20160501 204000,1.147870,1.147930,1.147800,1.147920,0
20160501 204100,1.147930,1.147990,1.147790,1.147950,0
20160501 204200,1.147960,1.148000,1.147900,1.147920,0
20160501 204300,1.147900,1.147970,1.147800,1.147800,0
20160501 204400,1.147820,1.147830,1.147550,1.147550,0
20160501 204500,1.147540,1.147570,1.147510,1.147510,0
20160501 204600,1.147510,1.147510,1.147240,1.147240,0
20160501 204700,1.147240,1.147410,1.147240,1.147400,0
20160501 204800,1.147400,1.147400,1.147350,1.147370,0
20160501 204900,1.147360,1.147500,1.147310,1.147440,0
20160501 205000,1.147450,1.147470,1.147350,1.147360,0
20160501 205100,1.147360,1.147650,1.147340,1.147640,0
20160501 205200,1.147640,1.147750,1.147640,1.147740,0
20160501 205300,1.147740,1.147740,1.147700,1.147710,0
20160501 205400,1.147710,1.147750,1.147270,1.147270,0
20160501 205500,1.147330,1.147630,1.147330,1.147350,0
20160501 205600,1.147350,1.147350,1.147160,1.147160,0
20160501 205700,1.147190,1.147450,1.147190,1.147350,0
20160501 205800,1.147330,1.147470,1.147300,1.147460,0
20160501 205900,1.147470,1.147550,1.147420,1.147450,0
20160501 210000,1.147440,1.147460,1.147240,1.147340,0
20160501 210100,1.147330,1.147350,1.147300,1.147310,0
20160501 210200,1.147300,1.147300,1.147150,1.147220,0
20160501 210300,1.147230,1.147260,1.147100,1.147130,0
20160501 210400,1.147120,1.147120,1.146960,1.147030,0
20160501 210500,1.147030,1.147130,1.146970,1.146980,0
20160501 210600,1.146970,1.146970,1.146850,1.146860,0
20160501 210700,1.146840,1.146950,1.146790,1.146800,0
20160501 210800,1.146780,1.146900,1.146750,1.146890,0
20160501 210900,1.146880,1.146880,1.146760,1.146860,0
20160501 211000,1.146870,1.146970,1.146720,1.146730,0
20160501 211100,1.146730,1.146980,1.146730,1.146980,0
20160501 211200,1.146960,1.147030,1.146950,1.146970,0
20160501 211300,1.146950,1.146970,1.146930,1.146930,0
20160501 211400,1.146930,1.146960,1.146900,1.146900,0
20160501 211500,1.146900,1.146900,1.146820,1.146820,0
20160501 211600,1.146830,1.146890,1.146800,1.146870,0
20160501 211700,1.146860,1.146870,1.146860,1.146860,0
20160501 211800,1.146860,1.146860,1.146750,1.146860,0
20160501 211900,1.146820,1.146930,1.146820,1.146910,0
20160501 212000,1.146900,1.146900,1.146770,1.146770,0
20160501 212100,1.146780,1.146780,1.146610,1.146630,0
20160501 212200,1.146630,1.146640,1.146610,1.146610,0
20160501 212300,1.146610,1.146630,1.146610,1.146630,0
20160501 212400,1.146630,1.146690,1.146630,1.146670,0
20160501 212500,1.146670,1.146710,1.146590,1.146700,0
20160501 212600,1.146710,1.146970,1.146680,1.146900,0
20160501 212700,1.146900,1.146950,1.146900,1.146940,0
20160501 212800,1.146930,1.146950,1.146840,1.146920,0
20160501 212900,1.146930,1.147110,1.146900,1.146960,0
20160501 213000,1.146980,1.146980,1.146890,1.146920,0
20160501 213100,1.146910,1.146930,1.146870,1.146890,0
20160501 213200,1.146900,1.146930,1.146800,1.146800,0
20160501 213300,1.146800,1.147040,1.146800,1.147020,0
20160501 213400,1.147050,1.147350,1.147050,1.147310,0
20160501 213500,1.147290,1.147430,1.147260,1.147330,0
20160501 213600,1.147320,1.147350,1.147250,1.147260,0
20160501 213700,1.147260,1.147390,1.147260,1.147350,0
20160501 213800,1.147350,1.147350,1.147190,1.147250,0
20160501 213900,1.147250,1.147400,1.147250,1.147330,0
20160501 214000,1.147350,1.147390,1.147350,1.147360,0
20160501 214100,1.147360,1.147500,1.147320,1.147450,0
20160501 214200,1.147450,1.147630,1.147440,1.147620,0
20160501 214300,1.147610,1.147650,1.147590,1.147600,0
20160501 214400,1.147600,1.147620,1.147580,1.147590,0
20160501 214500,1.147590,1.147720,1.147580,1.147700,0
20160501 214600,1.147720,1.148140,1.147720,1.147850,0
20160501 214700,1.147850,1.147850,1.147680,1.147680,0
20160501 214800,1.147690,1.147750,1.147640,1.147670,0
20160501 214900,1.147690,1.147880,1.147660,1.147720,0
20160501 215000,1.147720,1.147780,1.147640,1.147640,0
20160501 215100,1.147640,1.147640,1.147610,1.147620,0
20160501 215200,1.147620,1.147620,1.147480,1.147480,0
20160501 215300,1.147480,1.147560,1.147480,1.147520,0
20160501 215400,1.147530,1.147570,1.147510,1.147560,0
20160501 215500,1.147570,1.147570,1.147510,1.147550,0
20160501 215600,1.147540,1.147570,1.147500,1.147550,0
20160501 215700,1.147550,1.147550,1.147500,1.147500,0
20160501 215800,1.147500,1.147510,1.147490,1.147510,0
20160501 215900,1.147490,1.147540,1.147440,1.147440,0
20160501 220000,1.147440,1.147460,1.147440,1.147450,0
20160501 220100,1.147450,1.147460,1.147430,1.147460,0
20160501 220200,1.147450,1.147500,1.147440,1.147440,0
20160501 220300,1.147470,1.147550,1.147430,1.147510,0
20160501 220400,1.147520,1.147520,1.147400,1.147400,0
20160501 220500,1.147400,1.147410,1.147340,1.147370,0
20160501 220600,1.147380,1.147410,1.147350,1.147350,0
20160501 220700,1.147350,1.147400,1.147340,1.147370,0
20160501 220800,1.147370,1.147440,1.147350,1.147370,0
20160501 220900,1.147360,1.147370,1.147310,1.147320,0
20160501 221000,1.147330,1.147390,1.147300,1.147320,0
20160501 221100,1.147310,1.147330,1.147310,1.147310,0
20160501 221200,1.147310,1.147320,1.147200,1.147230,0
20160501 221300,1.147240,1.147280,1.147210,1.147210,0
20160501 221400,1.147210,1.147290,1.147210,1.147290,0
20160501 221500,1.147280,1.147280,1.147140,1.147140,0
20160501 221600,1.147140,1.147210,1.147050,1.147110,0
20160501 221700,1.147120,1.147180,1.147060,1.147110,0
20160501 221800,1.147110,1.147120,1.147110,1.147120,0
20160501 221900,1.147130,1.147170,1.147080,1.147080,0
20160501 222000,1.147070,1.147090,1.146960,1.146980,0
20160501 222100,1.146970,1.147050,1.146950,1.147040,0
20160501 222200,1.147030,1.147050,1.146980,1.147050,0
20160501 222300,1.147050,1.147090,1.147040,1.147070,0
20160501 222400,1.147060,1.147090,1.147020,1.147050,0
20160501 222500,1.147040,1.147080,1.147040,1.147070,0
20160501 222600,1.147060,1.147060,1.147000,1.147010,0
20160501 222700,1.147000,1.147020,1.146990,1.147010,0
20160501 222800,1.147010,1.147050,1.147010,1.147050,0
20160501 222900,1.147030,1.147060,1.147000,1.147030,0
20160501 223000,1.147020,1.147020,1.146960,1.146990,0
20160501 223100,1.146980,1.147030,1.146980,1.146990,0
20160501 223200,1.146990,1.147030,1.146970,1.147010,0
20160501 223300,1.147000,1.147020,1.146940,1.146990,0
20160501 223400,1.146980,1.147010,1.146840,1.146900,0
20160501 223500,1.146900,1.146970,1.146860,1.146970,0
20160501 223600,1.146960,1.147020,1.146950,1.147010,0
20160501 223700,1.147020,1.147020,1.146950,1.146970,0
20160501 223800,1.146980,1.147020,1.146960,1.147010,0
20160501 223900,1.147020,1.147020,1.146860,1.146960,0
20160501 224000,1.146910,1.146940,1.146760,1.146810,0
20160501 224100,1.146800,1.146960,1.146800,1.146940,0
20160501 224200,1.146930,1.146970,1.146930,1.146960,0
20160501 224300,1.146950,1.146960,1.146760,1.146800,0
20160501 224400,1.146770,1.146800,1.146750,1.146800,0
20160501 224500,1.146810,1.146900,1.146770,1.146770,0
20160501 224600,1.146770,1.146780,1.146730,1.146730,0
20160501 224700,1.146730,1.146760,1.146700,1.146740,0
20160501 224800,1.146730,1.146770,1.146720,1.146770,0
20160501 224900,1.146740,1.146770,1.146730,1.146750,0
20160501 225000,1.146760,1.146760,1.146720,1.146720,0
20160501 225100,1.146740,1.146760,1.146740,1.146760,0
20160501 225200,1.146740,1.146810,1.146740,1.146790,0
20160501 225300,1.146790,1.146860,1.146790,1.146850,0
20160501 225400,1.146850,1.146850,1.146840,1.146840,0
20160501 225500,1.146840,1.146840,1.146820,1.146820,0
20160501 225600,1.146790,1.146810,1.146780,1.146790,0
20160501 225700,1.146800,1.146850,1.146790,1.146820,0
20160501 225800,1.146830,1.146830,1.146750,1.146750,0
20160501 225900,1.146760,1.146780,1.146750,1.146750,0
20160501 230000,1.146760,1.146790,1.146700,1.146710,0
20160501 230100,1.146710,1.146800,1.146710,1.146770,0
20160501 230200,1.146770,1.146780,1.146740,1.146750,0
20160501 230300,1.146750,1.146750,1.146710,1.146750,0
20160501 230400,1.146720,1.146740,1.146710,1.146710,0
20160501 230500,1.146720,1.146740,1.146710,1.146710,0
20160501 230600,1.146700,1.146710,1.146570,1.146600,0
20160501 230700,1.146580,1.146630,1.146490,1.146610,0
20160501 230800,1.146600,1.146730,1.146600,1.146730,0
20160501 230900,1.146720,1.146750,1.146720,1.146730,0
20160501 231000,1.146720,1.146740,1.146710,1.146720,0
20160501 231100,1.146730,1.146730,1.146640,1.146720,0
20160501 231200,1.146740,1.146750,1.146680,1.146710,0
20160501 231300,1.146720,1.146740,1.146640,1.146720,0
20160501 231400,1.146710,1.146720,1.146660,1.146680,0
20160501 231500,1.146680,1.146710,1.146640,1.146640,0
20160501 231600,1.146650,1.146700,1.146610,1.146630,0
20160501 231700,1.146640,1.146650,1.146620,1.146640,0
20160501 231800,1.146630,1.146640,1.146620,1.146630,0
20160501 231900,1.146640,1.146670,1.146620,1.146660,0
20160501 232000,1.146650,1.146680,1.146650,1.146680,0
20160501 232100,1.146680,1.146700,1.146640,1.146640,0
20160501 232200,1.146640,1.146680,1.146640,1.146660,0
20160501 232300,1.146640,1.146660,1.146630,1.146650,0
20160501 232400,1.146640,1.146640,1.146630,1.146640,0
20160501 232500,1.146650,1.146680,1.146580,1.146620,0
20160501 232600,1.146620,1.146640,1.146540,1.146540,0
20160501 232700,1.146540,1.146550,1.146520,1.146540,0
20160501 232800,1.146530,1.146550,1.146430,1.146520,0
20160501 232900,1.146510,1.146520,1.146440,1.146510,0
20160501 233000,1.146520,1.146540,1.146440,1.146540,0
20160501 233100,1.146530,1.146550,1.146490,1.146520,0
20160501 233200,1.146530,1.146530,1.146500,1.146500,0
20160501 233300,1.146490,1.146530,1.146360,1.146530,0
20160501 233400,1.146520,1.146730,1.146520,1.146730,0
20160501 233500,1.146720,1.146720,1.146610,1.146620,0
20160501 233600,1.146620,1.146640,1.146610,1.146620,0
20160501 233700,1.146620,1.146660,1.146610,1.146650,0
20160501 233800,1.146650,1.146670,1.146630,1.146630,0
20160501 233900,1.146610,1.146710,1.146610,1.146630,0
20160501 234000,1.146620,1.146680,1.146610,1.146650,0
20160501 234100,1.146660,1.146700,1.146630,1.146690,0
20160501 234200,1.146690,1.146730,1.146660,1.146710,0
20160501 234300,1.146710,1.146710,1.146670,1.146670,0
20160501 234400,1.146700,1.146810,1.146700,1.146760,0
20160501 234500,1.146750,1.146780,1.146750,1.146770,0
20160501 234600,1.146760,1.146770,1.146760,1.146770,0
20160501 234700,1.146770,1.146870,1.146760,1.146840,0
20160501 234800,1.146850,1.146890,1.146770,1.146890,0
20160501 234900,1.146920,1.146920,1.146850,1.146850,0
20160501 235000,1.146860,1.146860,1.146800,1.146800,0
20160501 235100,1.146790,1.146840,1.146790,1.146800,0
20160501 235200,1.146790,1.146800,1.146770,1.146780,0
20160501 235300,1.146780,1.146860,1.146780,1.146840,0
20160501 235400,1.146830,1.146830,1.146770,1.146780,0
20160501 235500,1.146770,1.146800,1.146760,1.146770,0
20160501 235600,1.146760,1.146760,1.146710,1.146710,0
20160501 235700,1.146700,1.146710,1.146660,1.146670,0
20160501 235800,1.146690,1.146730,1.146670,1.146710,0
20160501 235900,1.146720,1.146740,1.146670,1.146690,0
20160502 000000,1.146680,1.146710,1.146650,1.146700,0
20160502 000100,1.146690,1.146710,1.146650,1.146700,0
20160502 000200,1.146690,1.146730,1.146630,1.146730,0
20160502 000300,1.146720,1.146720,1.146690,1.146700,0
20160502 000400,1.146710,1.146720,1.146680,1.146690,0
20160502 000500,1.146690,1.146720,1.146690,1.146700,0
20160502 000600,1.146710,1.146810,1.146710,1.146740,0
20160502 000700,1.146730,1.146750,1.146700,1.146700,0
20160502 000800,1.146710,1.146750,1.146710,1.146720,0
20160502 000900,1.146710,1.146760,1.146650,1.146680,0
20160502 001000,1.146690,1.146690,1.146670,1.146680,0
20160502 001100,1.146670,1.146690,1.146630,1.146640,0
20160502 001200,1.146630,1.146720,1.146630,1.146710,0
20160502 001300,1.146710,1.146720,1.146710,1.146710,0
20160502 001400,1.146700,1.146720,1.146700,1.146720,0
20160502 001500,1.146710,1.146720,1.146700,1.146720,0
20160502 001600,1.146710,1.146710,1.146710,1.146710,0
20160502 001700,1.146690,1.146690,1.146650,1.146650,0
20160502 001800,1.146640,1.146720,1.146630,1.146680,0
20160502 001900,1.146680,1.146690,1.146660,1.146690,0
20160502 002000,1.146690,1.146690,1.146660,1.146660,0
20160502 002100,1.146640,1.146640,1.146630,1.146640,0
20160502 002200,1.146630,1.146670,1.146620,1.146670,0
20160502 002300,1.146670,1.146670,1.146630,1.146630,0
20160502 002400,1.146630,1.146650,1.146630,1.146640,0
20160502 002500,1.146630,1.146650,1.146620,1.146630,0
20160502 002600,1.146670,1.146690,1.146650,1.146660,0
20160502 002700,1.146660,1.146670,1.146620,1.146650,0
20160502 002800,1.146640,1.146730,1.146640,1.146730,0
20160502 002900,1.146710,1.146710,1.146670,1.146680,0
20160502 003000,1.146680,1.146680,1.146620,1.146620,0
20160502 003100,1.146620,1.146620,1.146580,1.146580,0
20160502 003200,1.146580,1.146590,1.146550,1.146550,0
20160502 003300,1.146550,1.146600,1.146550,1.146590,0
20160502 003400,1.146590,1.146590,1.146570,1.146570,0
20160502 003500,1.146550,1.146550,1.146540,1.146550,0
20160502 003600,1.146550,1.146550,1.146530,1.146530,0
20160502 003700,1.146530,1.146530,1.146500,1.146500,0
20160502 003800,1.146500,1.146530,1.146500,1.146520,0
20160502 003900,1.146530,1.146530,1.146520,1.146520,0
20160502 004000,1.146520,1.146520,1.146490,1.146520,0
20160502 004100,1.146520,1.146520,1.146510,1.146510,0
20160502 004200,1.146510,1.146520,1.146460,1.146520,0
20160502 004300,1.146510,1.146560,1.146510,1.146550,0
20160502 004400,1.146560,1.146560,1.146540,1.146540,0
20160502 004500,1.146540,1.146550,1.146520,1.146520,0
20160502 004600,1.146520,1.146570,1.146520,1.146570,0
20160502 004700,1.146580,1.146590,1.146570,1.146570,0
20160502 004800,1.146580,1.146600,1.146570,1.146570,0
20160502 004900,1.146550,1.146590,1.146550,1.146590,0
20160502 005000,1.146590,1.146590,1.146570,1.146580,0
20160502 005100,1.146580,1.146600,1.146570,1.146590,0
20160502 005200,1.146570,1.146590,1.146570,1.146580,0
20160502 005300,1.146580,1.146650,1.146580,1.146650,0
20160502 005400,1.146650,1.146720,1.146650,1.146700,0
20160502 005500,1.146700,1.146700,1.146640,1.146690,0
20160502 005600,1.146690,1.146720,1.146640,1.146640,0
20160502 005700,1.146640,1.146730,1.146640,1.146690,0
20160502 005800,1.146700,1.146710,1.146700,1.146700,0
20160502 005900,1.146700,1.146700,1.146630,1.146630,0
20160502 010000,1.146630,1.146710,1.146630,1.146710,0
20160502 010100,1.146710,1.146720,1.146640,1.146650,0
20160502 010200,1.146650,1.146680,1.146630,1.146630,0
20160502 010300,1.146630,1.146640,1.146610,1.146630,0
